,sequence_id,mds_3d,mds_3d_x,mds_3d_y,mds_3d_z
61,PA0061-C.g509,"[-50.67906686370555, 406.21850758658957, 1075.606246272778]",-50.67906686370555,406.21850758658957,1075.606246272778
64,PA0072-C.g73,"[-49.390169968572664, 394.9404793196578, 1044.3431010430293]",-49.390169968572664,394.9404793196578,1044.3431010430293
65,PA0079-C.g240,"[871.3743170012842, 745.264534978585, 188.7827408230866]",871.3743170012842,745.264534978585,188.7827408230866
73,PA0100-C.g514,"[1374.578138254381, 660.9549115477039, -325.8047340063764]",1374.578138254381,660.9549115477039,-325.8047340063764
74,PA0101-C.g526,"[-1127.5772163304378, -41.703529881329196, 918.2757416325958]",-1127.5772163304378,-41.703529881329196,918.2757416325958
76,PA0102-C.g189,"[-312.5366192957062, -721.3063034394143, 976.0757034578279]",-312.5366192957062,-721.3063034394143,976.0757034578279
77,PA0102-C.g99,"[214.84372172711312, 723.3499446118178, -434.51203174503246]",214.84372172711312,723.3499446118178,-434.51203174503246
79,PA0104-C.g290,"[-654.1243396835807, -1046.8937916596053, 543.774177130599]",-654.1243396835807,-1046.8937916596053,543.774177130599
81,PA0104-C.g521,"[-47.26584003149487, -23.620518778720683, -1584.4492779184734]",-47.26584003149487,-23.620518778720683,-1584.4492779184734
87,PA0144-C.g109,"[189.21794150495023, -881.7738738657843, -439.44103180766245]",189.21794150495023,-881.7738738657843,-439.44103180766245
88,PA0144-C.g244,"[209.68609434521173, -288.17578852063497, 877.2420751478784]",209.68609434521173,-288.17578852063497,877.2420751478784
92,PA0151-C.g93,"[867.4301263222085, 370.1092585850627, 352.8052140220444]",867.4301263222085,370.1092585850627,352.8052140220444
97,PA0159-C.g835,"[-400.45582640289774, 517.8358639047156, 1102.1810755936478]",-400.45582640289774,517.8358639047156,1102.1810755936478
101,PA0165-C.g122,"[88.93565530180453, 822.5845481228806, -607.4120637043897]",88.93565530180453,822.5845481228806,-607.4120637043897
104,PA0168-C.g213,"[383.05397578541783, -259.0494604792208, 1077.111655962249]",383.05397578541783,-259.0494604792208,1077.111655962249
108,PA0172-C.g47,"[20.33249809884529, -1036.4600911984362, -695.3001313219088]",20.33249809884529,-1036.4600911984362,-695.3001313219088
113,PA0183-C.g105,"[615.324994493315, 914.9179705273907, 605.0601128070982]",615.324994493315,914.9179705273907,605.0601128070982
114,PA0183-C.g646,"[-482.237984462063, 1242.4525664885673, 489.9354221514623]",-482.237984462063,1242.4525664885673,489.9354221514623
115,PA0184-C.g176,"[-871.5208469090124, 485.53605582530696, -29.572255915486245]",-871.5208469090124,485.53605582530696,-29.572255915486245
116,PA0184-C.g658,"[-953.4869553660645, 470.18552872955314, 555.0460438486865]",-953.4869553660645,470.18552872955314,555.0460438486865
118,PA0186-C.g24,"[679.5546082991848, 682.831082602856, 88.80898272998877]",679.5546082991848,682.831082602856,88.80898272998877
120,PA0187-C.g122,"[65.6390104230984, -1008.1878228161545, -375.7739066314651]",65.6390104230984,-1008.1878228161545,-375.7739066314651
121,PA0187-C.g23,"[-734.4616534867412, 507.5773909560498, -636.1594848522176]",-734.4616534867412,507.5773909560498,-636.1594848522176
123,PA0189-C.g303,"[-758.9484011308103, 411.20470732188477, 389.5890576817812]",-758.9484011308103,411.20470732188477,389.5890576817812
124,PA0193-C.g56,"[-832.3556724406302, 405.127511931987, -54.24804553633207]",-832.3556724406302,405.127511931987,-54.24804553633207
130,PA0200-C.g47,"[-642.8273376976388, 717.1127587338971, -615.2716116937505]",-642.8273376976388,717.1127587338971,-615.2716116937505
131,PA0201-C.g132,"[-275.2896659036017, -402.3376171620398, 1054.3850854224977]",-275.2896659036017,-402.3376171620398,1054.3850854224977
133,PA0203-C.g64,"[-522.5128948049708, 36.91170498758787, -936.4752104377355]",-522.5128948049708,36.91170498758787,-936.4752104377355
136,PA0206-C.g332,"[174.99045590451192, -274.7253164285441, 1013.5730139009172]",174.99045590451192,-274.7253164285441,1013.5730139009172
137,PA0207-C.g110,"[-1376.8509206569606, 425.44820393961476, 106.69780437984186]",-1376.8509206569606,425.44820393961476,106.69780437984186
141,PA0209-C.g461,"[332.10409434864823, -816.2096281691865, -703.8887460550151]",332.10409434864823,-816.2096281691865,-703.8887460550151
148,PA0217-C.g1229,"[-564.9628527455337, 805.7382455827403, 651.2457262818336]",-564.9628527455337,805.7382455827403,651.2457262818336
151,PA0221-C.g124,"[625.9780310796007, 782.2791676233473, 640.4550345107097]",625.9780310796007,782.2791676233473,640.4550345107097
153,PA0223-C.g20,"[838.0747230352129, 298.7486875251689, 864.0075757224683]",838.0747230352129,298.7486875251689,864.0075757224683
155,PA0225-C.g665,"[1001.626399080335, 768.4776802601915, 688.739598520344]",1001.626399080335,768.4776802601915,688.739598520344
159,PA0232-C.g163,"[-623.130945174262, 432.3400006781167, 208.41841281641175]",-623.130945174262,432.3400006781167,208.41841281641175
161,PA0245-C.g139,"[1050.577827127187, 395.5674302309703, 311.97294121287086]",1050.577827127187,395.5674302309703,311.97294121287086
162,PA0245-C.g245,"[274.4297157957087, -46.296219230319224, 934.2271874842348]",274.4297157957087,-46.296219230319224,934.2271874842348
166,PA0254-C.g25,"[383.98927292237596, -884.4447102051956, -199.6538931504656]",383.98927292237596,-884.4447102051956,-199.6538931504656
169,PA0260-C.g142,"[981.0811905514844, -481.0259568062344, -925.1896019686229]",981.0811905514844,-481.0259568062344,-925.1896019686229
171,PA0260-C.g904,"[875.0168860657362, 466.7409733116856, -1122.4581352713878]",875.0168860657362,466.7409733116856,-1122.4581352713878
175,PA0298-C.g6898,"[677.3015492844091, 790.524792308205, -57.93734383535439]",677.3015492844091,790.524792308205,-57.93734383535439
182,PC0051-C.g119,"[-518.2278814452926, -1146.9915271712132, 100.87691756271386]",-518.2278814452926,-1146.9915271712132,100.87691756271386
183,PC0053-C.g111,"[997.1097609285638, -558.43108400107, 144.7247935181613]",997.1097609285638,-558.43108400107,144.7247935181613
185,PC0061-C.g1114,"[337.30505279798297, 1092.0860281562864, 199.89117065016637]",337.30505279798297,1092.0860281562864,199.89117065016637
190,PC0069-C.g292,"[-923.0520655938672, 365.06519557967, 913.2672520775162]",-923.0520655938672,365.06519557967,913.2672520775162
193,PC0070-C.g218,"[-608.0040200299796, 113.31954310352033, 1097.8422836355758]",-608.0040200299796,113.31954310352033,1097.8422836355758
197,PC0073-C.g583,"[-496.0358939679965, -1111.680884498138, 87.49827752497956]",-496.0358939679965,-1111.680884498138,87.49827752497956
200,PC0097-C.g1347,"[861.4670315990131, -46.33919221150198, 625.7380481925502]",861.4670315990131,-46.33919221150198,625.7380481925502
204,PC0113-C.g1115,"[1337.101541091918, 314.180702164303, -778.6374207920713]",1337.101541091918,314.180702164303,-778.6374207920713
219,PD0473-C.g283,"[-647.122190019806, -780.8852151707847, -156.27513230814958]",-647.122190019806,-780.8852151707847,-156.27513230814958
223,PD0475-C.g318,"[807.027977254063, -852.1912700248122, -216.0762353578972]",807.027977254063,-852.1912700248122,-216.0762353578972
226,PD0480-C.g200,"[-834.6395542435581, 43.37017163127256, 47.93592962579427]",-834.6395542435581,43.37017163127256,47.93592962579427
229,PD0483-C.g251,"[-1326.3234683577557, -329.30740321014247, -226.64935477383656]",-1326.3234683577557,-329.30740321014247,-226.64935477383656
230,PD0484-C.g446,"[-1326.3234683576636, -329.3074032106068, -226.64935477380791]",-1326.3234683576636,-329.3074032106068,-226.64935477380791
231,PD0484-C.g533,"[22.82646243653531, -683.4689764475766, 999.5863565474757]",22.82646243653531,-683.4689764475766,999.5863565474757
233,PD0485-C.g485,"[-1331.9675108442261, -329.06459909489826, -223.04343924229596]",-1331.9675108442261,-329.06459909489826,-223.04343924229596
235,PD0485-C.g677,"[17.613725695124643, -685.8366224436052, 1008.618775817436]",17.613725695124643,-685.8366224436052,1008.618775817436
239,PD0488-C.g217,"[-40.862252539941515, -49.688862775029214, -468.8572280647597]",-40.862252539941515,-49.688862775029214,-468.8572280647597
240,PD0488-C.g371,"[-654.9222894702459, -763.775680017443, -166.85814329054833]",-654.9222894702459,-763.775680017443,-166.85814329054833
242,PD0490-C.g155,"[689.0398305970829, -712.6878742096635, -202.25650063627577]",689.0398305970829,-712.6878742096635,-202.25650063627577
243,PD0490-C.g172,"[-580.4460827256588, -347.80770008865204, -775.590388442384]",-580.4460827256588,-347.80770008865204,-775.590388442384
248,PD0496-C.g566,"[-327.8067631573193, 1092.3350497242657, -104.90539222084232]",-327.8067631573193,1092.3350497242657,-104.90539222084232
250,PD0497-C.g577,"[-1140.044546635423, -501.71372632957673, 339.3735606281922]",-1140.044546635423,-501.71372632957673,339.3735606281922
255,PD0503-C.g443,"[-370.3368210427445, -747.2457457003948, 381.47831578231796]",-370.3368210427445,-747.2457457003948,381.47831578231796
256,PD0503-C.g496,"[-714.8360809587305, -754.3334759115772, 200.28633908450243]",-714.8360809587305,-754.3334759115772,200.28633908450243
260,PD0514-C.g234,"[-1326.3234683575117, -329.30740321133567, -226.6493547737629]",-1326.3234683575117,-329.30740321133567,-226.6493547737629
261,PD0514-C.g276,"[22.826462433774598, -683.4689764474082, 999.5863565478779]",22.826462433774598,-683.4689764474082,999.5863565478779
267,PD0519-C.g541,"[22.826462435227107, -683.468976447497, 999.5863565476661]",22.826462435227107,-683.468976447497,999.5863565476661
268,PD0519-C.g584,"[-1328.4910874669, -330.0580941334473, -222.27192120702935]",-1328.4910874669,-330.0580941334473,-222.27192120702935
270,PD0522-C.g598,"[-988.942664510512, 13.529661277584932, 137.60457409555497]",-988.942664510512,13.529661277584932,137.60457409555497
274,PD0527-C.g262,"[-647.1221900197974, -780.8852151707944, -156.27513230814984]",-647.1221900197974,-780.8852151707944,-156.27513230814984
275,PD0528-C.g143,"[-834.6395542634249, 43.37017163125482, 47.93592958545492]",-834.6395542634249,43.37017163125482,47.93592958545492
278,PD0530-C.g400,"[-578.7635171670092, -648.1597337467036, 750.9882922443458]",-578.7635171670092,-648.1597337467036,750.9882922443458
279,PD0531-C.g121,"[-1326.323468352043, -329.3074032381147, -226.64935477211867]",-1326.323468352043,-329.3074032381147,-226.64935477211867
285,PD0536-C.g68,"[1112.7078951719973, 153.41773602247952, 248.6987792610746]",1112.7078951719973,153.41773602247952,248.6987792610746
286,PD0538-C.g223,"[-327.8067631527624, 1092.335049727056, -104.9053922117618]",-327.8067631527624,1092.335049727056,-104.9053922117618
287,PD0540-C.g403,"[17.613725691650764, -685.8366224434321, 1008.6187758178374]",17.613725691650764,-685.8366224434321,1008.6187758178374
289,PD0545-C.g211,"[22.826462434734264, -683.4689764474659, 999.5863565477384]",22.826462434734264,-683.4689764474659,999.5863565477384
290,PD0546-C.g201,"[-647.122190019835, -780.8852151707579, -156.27513230814995]",-647.122190019835,-780.8852151707579,-156.27513230814995
292,PD0549-C.g362,"[-647.1221900198184, -780.885215170774, -156.27513230814992]",-647.1221900198184,-780.885215170774,-156.27513230814992
299,PD0564-C.g94,"[-580.4460827256595, -347.80770008865204, -775.5903884423842]",-580.4460827256595,-347.80770008865204,-775.5903884423842
300,PD0569-C.g400,"[-647.1221900197985, -780.8852151707944, -156.27513230814986]",-647.1221900197985,-780.8852151707944,-156.27513230814986
303,PD0575-C.g494,"[-585.6253950615483, -875.3023847269575, 825.6361425311793]",-585.6253950615483,-875.3023847269575,825.6361425311793
304,PD0576-C.g577,"[-540.4446518567064, -885.6072508066098, 794.7960549325776]",-540.4446518567064,-885.6072508066098,794.7960549325776
307,PD0578-C.g4334,"[-228.57250090423855, -907.7907588492129, 639.9781960628096]",-228.57250090423855,-907.7907588492129,639.9781960628096
308,PD0580-C.g364,"[-89.60332514299384, -819.811621482807, 537.9500769857107]",-89.60332514299384,-819.811621482807,537.9500769857107
310,PD0582-C.g817,"[-836.8770128334127, -778.555952886511, 259.85634602643125]",-836.8770128334127,-778.555952886511,259.85634602643125
313,PD0592-C.g908,"[-580.446082725659, -347.80770008865187, -775.590388442384]",-580.446082725659,-347.80770008865187,-775.590388442384
315,PD0629-C.g164,"[-1326.3234683540977, -329.307403228054, -226.649354772737]",-1326.3234683540977,-329.307403228054,-226.649354772737
318,PD0635-C.g1650,"[-647.1221900198273, -780.8852151707647, -156.27513230814984]",-647.1221900198273,-780.8852151707647,-156.27513230814984
319,PD0636-C.g58,"[-647.122190019861, -780.8852151707316, -156.2751323081498]",-647.122190019861,-780.8852151707316,-156.2751323081498
327,PD0667-C.g276,"[-89.60332514299385, -819.8116214828083, 537.9500769857103]",-89.60332514299385,-819.8116214828083,537.9500769857103
329,PD0670-C.g220,"[-285.21692183436596, -895.5546498932482, 665.3914388086671]",-285.21692183436596,-895.5546498932482,665.3914388086671
332,PD0728-C.g364,"[584.1324347579988, 1044.3649352962398, -127.73362581385905]",584.1324347579988,1044.3649352962398,-127.73362581385905
335,PD0751-C.g200,"[-1395.5503059639866, -407.0707719606855, -970.5177883943986]",-1395.5503059639866,-407.0707719606855,-970.5177883943986
341,PD0767-C.g525,"[-327.8067631520084, 1092.3350497275167, -104.90539221025959]",-327.8067631520084,1092.3350497275167,-104.90539221025959
343,PD0775-C.g1387,"[-1092.6293630302732, -385.06234244623613, 893.0901222911666]",-1092.6293630302732,-385.06234244623613,893.0901222911666
346,PD0785-C.g198,"[267.0218442743633, -562.9848227437551, -1332.3014651923077]",267.0218442743633,-562.9848227437551,-1332.3014651923077
349,PD0796-C.g567,"[-327.3566205255236, 1091.5980779707727, -103.54252146281392]",-327.3566205255236,1091.5980779707727,-103.54252146281392
350,PD0798-C.g760,"[-580.4460827256588, -347.8077000886526, -775.5903884423846]",-580.4460827256588,-347.8077000886526,-775.5903884423846
354,PD0808-C.g1380,"[-580.288022327653, -349.841018898084, -775.7421928651951]",-580.288022327653,-349.841018898084,-775.7421928651951
355,PD0809-C.g985,"[-580.288022327653, -349.8410188980849, -775.7421928651954]",-580.288022327653,-349.8410188980849,-775.7421928651954
362,PD0830-C.g652,"[1110.5817462602274, 155.57865998965147, 223.14535673574008]",1110.5817462602274,155.57865998965147,223.14535673574008
365,PD0851-C.g459,"[-671.181678995374, -795.3710907600833, -151.86581859367652]",-671.181678995374,-795.3710907600833,-151.86581859367652
374,PD0870-C.g843,"[1112.707900539544, 153.417737480104, 248.69887749782734]",1112.707900539544,153.417737480104,248.69887749782734
385,PE0089-C.g974,"[489.3377055670934, 511.7251698252713, -524.6686842337975]",489.3377055670934,511.7251698252713,-524.6686842337975
394,PE0123-C.g636,"[274.7232488321161, 869.6067621589416, -1236.248404844592]",274.7232488321161,869.6067621589416,-1236.248404844592
395,PE0123-C.g705,"[-296.2183697744107, -1083.1916090355285, -529.9610912543857]",-296.2183697744107,-1083.1916090355285,-529.9610912543857
398,PE0125-C.g453,"[56.982185527317235, 611.6107808781843, -1437.8678422999878]",56.982185527317235,611.6107808781843,-1437.8678422999878
399,PE0125-C.g708,"[1520.4646066472599, 195.91674377242578, -109.77480106098822]",1520.4646066472599,195.91674377242578,-109.77480106098822
404,PE0131-C.g622,"[752.5223433771707, -993.5655675787135, 534.1136102788493]",752.5223433771707,-993.5655675787135,534.1136102788493
408,PE0134-C.g201,"[509.72524572556733, -409.0477759715755, -176.7868890380393]",509.72524572556733,-409.0477759715755,-176.7868890380393
409,PE0134-C.g218,"[520.7864311218425, -1170.381210653992, 114.05494359993193]",520.7864311218425,-1170.381210653992,114.05494359993193
414,PE0136-C.g44,"[-563.0362684458298, -170.54380544950484, 510.7327450720871]",-563.0362684458298,-170.54380544950484,510.7327450720871
415,PE0138-C.g15,"[462.6344128029507, -965.4356070587112, -284.00911011649134]",462.6344128029507,-965.4356070587112,-284.00911011649134
419,PE0139-C.g554,"[-740.9452021796741, -581.3383120888309, 995.5947948019578]",-740.9452021796741,-581.3383120888309,995.5947948019578
420,PE0140-C.g653,"[1432.1885190863727, -475.6408187112954, -511.0821746634062]",1432.1885190863727,-475.6408187112954,-511.0821746634062
422,PE0141-C.g49,"[-49.056465895411456, 1022.9913856024876, -685.6591766939204]",-49.056465895411456,1022.9913856024876,-685.6591766939204
425,PE0143-C.g831,"[-1042.9676382855496, -592.304941043177, -756.5794672665319]",-1042.9676382855496,-592.304941043177,-756.5794672665319
428,PE0147-C.g655,"[813.4932009252394, 278.65490406305673, 587.2169584264562]",813.4932009252394,278.65490406305673,587.2169584264562
429,PE0148-C.g931,"[627.2077686929225, 1012.2691796367222, 17.166246356557348]",627.2077686929225,1012.2691796367222,17.166246356557348
431,PF0009-C.g290,"[913.522479629224, 1847.3702995609708, 95.58727064063662]",913.522479629224,1847.3702995609708,95.58727064063662
436,PF0020-C.g946,"[-726.2462655558153, -1004.0492960942315, 314.0009678949055]",-726.2462655558153,-1004.0492960942315,314.0009678949055
437,PF0021-C.g360,"[-633.8232286457176, -33.74715571959681, 1162.2850684458213]",-633.8232286457176,-33.74715571959681,1162.2850684458213
442,PF0022-C.g198,"[-613.8204163719306, -1093.6243644622514, 113.65748952937362]",-613.8204163719306,-1093.6243644622514,113.65748952937362
443,PF0022-C.g22,"[-76.969224855989, 1112.3205747137094, 173.47787880380184]",-76.969224855989,1112.3205747137094,173.47787880380184
445,PF0027-C.g201,"[-497.65471964416037, 840.8094599163403, 647.4750669948455]",-497.65471964416037,840.8094599163403,647.4750669948455
448,PF0039-C.g135,"[-498.0384967747622, -511.5439692349442, -45.65300675872285]",-498.0384967747622,-511.5439692349442,-45.65300675872285
454,PF0042-C.g67,"[139.0476627805058, -399.3030537479492, -675.1712171098825]",139.0476627805058,-399.3030537479492,-675.1712171098825
455,PF0043-C.g164,"[-923.6432796425057, -322.01854560704675, 907.6749354383285]",-923.6432796425057,-322.01854560704675,907.6749354383285
461,PF0048-C.g909,"[297.3353692773881, -849.1352108254048, -660.3502308016077]",297.3353692773881,-849.1352108254048,-660.3502308016077
464,PF0057-C.g375,"[-934.1589569020018, 220.79353015618523, -118.49837193239934]",-934.1589569020018,220.79353015618523,-118.49837193239934
465,PF0058-C.g292,"[-308.07369340289074, 577.9014146093257, 982.2256148102095]",-308.07369340289074,577.9014146093257,982.2256148102095
474,PF0080-C.g418,"[-1261.2098482393183, -338.291009537539, 286.41814522146655]",-1261.2098482393183,-338.291009537539,286.41814522146655
476,PF0092-C.g756,"[1035.4671126317105, 1043.003133122898, -879.9803557098882]",1035.4671126317105,1043.003133122898,-879.9803557098882
477,PF0095-C.g922,"[667.2043296062621, -446.2499732315666, -291.9662917775488]",667.2043296062621,-446.2499732315666,-291.9662917775488
479,PF0098-C.g490,"[-873.0940019631565, -42.767075444132075, -194.8729707169367]",-873.0940019631565,-42.767075444132075,-194.8729707169367
484,PF0105-C.g79,"[60.97751529494943, 285.80748638585425, 1246.3966298149282]",60.97751529494943,285.80748638585425,1246.3966298149282
493,PF0115-C.g530,"[974.5521649900653, 494.32390296024283, 279.92244160483426]",974.5521649900653,494.32390296024283,279.92244160483426
497,PF0118-C.g2007,"[-817.7951068998154, 511.5119770930815, -809.3429037298147]",-817.7951068998154,511.5119770930815,-809.3429037298147
504,PF0136-C.g513,"[1207.3565881961038, -172.45989956312826, -859.9986401856426]",1207.3565881961038,-172.45989956312826,-859.9986401856426
506,PF0137-C.g67,"[-783.0884625992845, 1060.746951126497, -124.46882146906131]",-783.0884625992845,1060.746951126497,-124.46882146906131
513,PF0144-C.g501,"[-655.5942641628009, -1173.7868565330514, -311.6252607850165]",-655.5942641628009,-1173.7868565330514,-311.6252607850165
520,PF0149-C.g70,"[294.2003509170763, -386.9089338681163, 1110.389502075615]",294.2003509170763,-386.9089338681163,1110.389502075615
522,PF0152-C.g743,"[832.2409746219859, -728.2890679671066, 954.1432681616875]",832.2409746219859,-728.2890679671066,954.1432681616875
529,PF0157-C.g853,"[873.7373658618748, 737.231315880822, 552.9085948948084]",873.7373658618748,737.231315880822,552.9085948948084
533,PF0164-C.g1057,"[-638.0643527718009, 856.5168447557984, -396.60987977037865]",-638.0643527718009,856.5168447557984,-396.60987977037865
535,PF0164-C.g173,"[683.7504807024446, -428.30689657045406, -415.3352328257138]",683.7504807024446,-428.30689657045406,-415.3352328257138
536,PF0164-C.g251,"[322.77251645704234, -537.5819724405089, 773.3371794427577]",322.77251645704234,-537.5819724405089,773.3371794427577
538,PF0167-C.g130,"[807.2768848517314, 644.0579946181175, 393.1042209742356]",807.2768848517314,644.0579946181175,393.1042209742356
542,PF0170-C.g335,"[923.4949254123372, -664.8930469665113, -251.54795700794827]",923.4949254123372,-664.8930469665113,-251.54795700794827
553,PF0192-C.g176,"[-238.29837511191474, -669.8562322559728, -797.5432295814322]",-238.29837511191474,-669.8562322559728,-797.5432295814322
554,PF0192-C.g300,"[-161.94028791840273, -401.1322313238454, 1130.088626320771]",-161.94028791840273,-401.1322313238454,1130.088626320771
559,PF0202-C.g893,"[-968.2169889754247, -635.6894122606184, 71.28905965440606]",-968.2169889754247,-635.6894122606184,71.28905965440606
565,PF0206-C.g540,"[-991.6079775235792, -134.5640379716321, -818.3941239481089]",-991.6079775235792,-134.5640379716321,-818.3941239481089
572,PF0225-C.g453,"[980.6052081782193, -196.26341859577414, 479.90554300359594]",980.6052081782193,-196.26341859577414,479.90554300359594
573,PF0225-C.g473,"[834.6961323114563, 356.08341280126706, 791.9101434838692]",834.6961323114563,356.08341280126706,791.9101434838692
576,PF0232-C.g102,"[255.66915429022137, -953.034501575685, -169.08339893381168]",255.66915429022137,-953.034501575685,-169.08339893381168
577,PF0232-C.g420,"[1213.3950707532833, 790.683032117739, -797.6673424442818]",1213.3950707532833,790.683032117739,-797.6673424442818
578,PF0232-C.g60,"[903.2781392256726, -938.9989192056996, 543.755630532151]",903.2781392256726,-938.9989192056996,543.755630532151
583,PF0240-C.g27,"[941.6625275235455, -270.303089614494, 155.58814383475521]",941.6625275235455,-270.303089614494,155.58814383475521
585,PF0248-C.g373,"[-640.3265608355589, 856.8015043173167, -396.6049510211444]",-640.3265608355589,856.8015043173167,-396.6049510211444
587,PF0255-C.g24,"[432.38982553226765, 1022.4572649308865, 488.0096104117139]",432.38982553226765,1022.4572649308865,488.0096104117139
592,PF0263-C.g202,"[-1256.936272805824, 546.4769919329473, -121.77626425884945]",-1256.936272805824,546.4769919329473,-121.77626425884945
593,PF0267-C.g186,"[-27.503100810281836, 1268.3118548231532, 345.77881964434437]",-27.503100810281836,1268.3118548231532,345.77881964434437
597,PF0272-C.g575,"[714.194537525841, 791.7978655856317, 61.08876824448666]",714.194537525841,791.7978655856317,61.08876824448666
600,PF0276-C.g296,"[979.210333240759, -243.23551576964272, 308.3160746722202]",979.210333240759,-243.23551576964272,308.3160746722202
611,PF0290-C.g194,"[78.89442679094259, -141.03914848227868, -667.5807113773163]",78.89442679094259,-141.03914848227868,-667.5807113773163
615,PF0294-C.g2125,"[666.7491267946015, -912.9448284674436, 162.30029970225513]",666.7491267946015,-912.9448284674436,162.30029970225513
625,PF0308-C.g74,"[616.2033494365585, 789.4116989412335, 745.0756867761478]",616.2033494365585,789.4116989412335,745.0756867761478
627,PF0309-C.g208,"[64.41791653972864, 158.40508447543942, 1287.8178647848633]",64.41791653972864,158.40508447543942,1287.8178647848633
629,PF0311-C.g603,"[795.1641432282017, -319.4124015881832, -18.818263592572915]",795.1641432282017,-319.4124015881832,-18.818263592572915
630,PF0314-C.g1155,"[426.7785129008612, 623.3511433001286, -474.7918915682779]",426.7785129008612,623.3511433001286,-474.7918915682779
633,PF0318-C.g70,"[-982.9779797746484, 429.61972165293565, -124.4173692795121]",-982.9779797746484,429.61972165293565,-124.4173692795121
634,PF0325-C.g141,"[-400.8081315684192, -1179.1877046847392, 313.8899688876341]",-400.8081315684192,-1179.1877046847392,313.8899688876341
640,PF0337-C.g567,"[-1029.5447088553847, 495.17997131445344, -766.0587889186287]",-1029.5447088553847,495.17997131445344,-766.0587889186287
641,PF0341-C.g508,"[186.2304899336083, 298.5805065702809, 1039.5684198625975]",186.2304899336083,298.5805065702809,1039.5684198625975
645,PF0347-C.g455,"[-87.94669642656618, 267.54938391821815, 1082.3076541801963]",-87.94669642656618,267.54938391821815,1082.3076541801963
646,PF0350-C.g162,"[-690.4566052746719, 67.87463900974599, 116.25180060455628]",-690.4566052746719,67.87463900974599,116.25180060455628
650,PF0357-C.g17,"[803.8298787338516, -17.781485178152767, 709.2667709202426]",803.8298787338516,-17.781485178152767,709.2667709202426
652,PF0357-C.g623,"[681.9232460469336, 614.8792794011739, 297.49459391135343]",681.9232460469336,614.8792794011739,297.49459391135343
656,PF0361-C.g1430,"[-766.7387382784383, 53.43648988031534, 953.2036759207763]",-766.7387382784383,53.43648988031534,953.2036759207763
663,PF0369-C.g383,"[-306.2977779479821, 447.3425083602541, -1591.5483635193805]",-306.2977779479821,447.3425083602541,-1591.5483635193805
669,PF0373-C.g204,"[-1011.3910411849074, 132.21768907157494, -259.1773498230133]",-1011.3910411849074,132.21768907157494,-259.1773498230133
675,PF0397-C.g175,"[-242.48237155572505, 302.68516168244895, 807.2558558780233]",-242.48237155572505,302.68516168244895,807.2558558780233
676,PF0397-C.g361,"[-732.0299958343323, -1034.4175049700343, -60.874232930126595]",-732.0299958343323,-1034.4175049700343,-60.874232930126595
684,PF0407-C.g373,"[755.7582046107038, -809.2629957157405, 131.408158658715]",755.7582046107038,-809.2629957157405,131.408158658715
687,PF0409-C.g83,"[-463.49114177383376, 918.5784117798512, -352.6539265021325]",-463.49114177383376,918.5784117798512,-352.6539265021325
